cloudlet_id,length,pes,ram,file_size,output_size,priority,submission_delay
562,1710,1,1024,512,153,1,2647.1808005251096
563,7537,1,2394,1197,359,3,2647.679966837255
564,10729,4,2964,1482,444,3,2650.037934419019
565,11440,1,2100,1050,315,2,2654.031494565127
566,39387,2,1679,839,251,2,2656.491945716072
567,76143,2,619,309,92,2,2657.3856882635487
568,34586,1,4090,2045,613,2,2658.9852775147983
569,3493,2,188,94,28,1,2672.1628229745115
570,2507,1,1205,602,180,0,2677.79760827304
571,8136,1,1831,915,274,1,2681.223977940197
572,15354,2,2713,1356,406,2,2681.2879600202004
573,6156,1,3023,1511,453,1,2705.6961373590475
574,1076,4,3163,1581,474,0,2711.2615436889237
575,22540,1,192,96,28,1,2713.167278302409
576,4498,1,3811,1905,571,2,2723.7382159650824
577,4299,1,713,356,106,3,2725.2331554829498
578,7465,1,1855,927,278,3,2729.159649622878
579,5654,1,2346,1173,351,1,2734.213628803357
580,4676,2,3472,1736,520,2,2735.4627567341995
581,1187,2,4088,2044,613,2,2754.637436688065
582,6847,2,3898,1949,584,1,2761.5328767542946
583,23258,1,662,331,99,1,2765.6129913515124
584,12051,2,3590,1795,538,1,2766.6088729588937
585,33596,2,2868,1434,430,3,2766.8856871302332
586,2716,2,3526,1763,528,1,2768.8144394986566
587,1191,1,2283,1141,342,1,2775.81006787422
588,5603,2,1998,999,299,2,2777.379043546298
589,3224,2,3361,1680,504,1,2781.25686612883
590,3768,1,2989,1494,448,1,2787.765661270557
591,11132,2,1132,566,169,2,2788.3367915116605
592,3809,1,2627,1313,393,0,2794.117437366075
593,1242,1,1357,678,203,2,2794.599280947763
594,3503,1,2765,1382,414,1,2811.3798860630313
595,13495,1,1167,583,174,2,2814.730889741344
596,22186,1,454,227,68,2,2815.547463075584
597,21853,2,735,367,110,1,2817.643130831447
598,15316,1,2834,1417,425,1,2820.3103316543966
599,6297,2,129,64,19,2,2827.408243423356
600,14874,2,1161,580,174,2,2834.2098910643567
601,7604,1,2609,1304,391,2,2838.942874136128
602,9601,2,252,126,37,2,2839.502734156532
603,1980,4,1232,616,184,1,2840.324568934339
604,8654,2,2660,1330,399,1,2840.816807481423
605,14299,2,2827,1413,423,3,2845.120765753982
606,13516,4,1989,994,298,1,2855.6042512452295
607,1174,2,1301,650,195,1,2858.4482953003735
608,9361,1,2975,1487,446,1,2859.325113441216
609,1000,2,3048,1524,457,1,2863.407819239942
610,10514,2,3539,1769,530,1,2871.7578001826946
611,2829,1,256,128,38,3,2878.526201561311
612,100000,1,565,282,84,1,2889.188336777578
613,9690,2,878,439,131,1,2890.816309527097
614,26950,1,2676,1338,401,3,2891.8943810344617
615,100000,4,3257,1628,488,3,2902.488058137195
616,2377,1,1349,674,202,1,2907.8463567996387
617,15576,1,2386,1193,357,1,2909.7084111186737
618,1368,1,1029,514,154,2,2916.489139308933
619,13593,1,2220,1110,333,2,2924.929337183171
620,100000,2,3296,1648,494,2,2929.701614321656
621,3159,4,1430,715,214,2,2935.5235179088954
622,2145,2,2710,1355,406,2,2937.8756157231073
623,7067,1,1561,780,234,1,2941.7441022040393
624,100000,1,2636,1318,395,2,2945.4574615688102
625,25759,2,518,259,77,1,2954.878407683354
626,2085,4,4046,2023,606,2,2964.040189512596
627,71868,1,1195,597,179,2,2972.979439200088
628,1000,1,154,77,23,0,2973.034903768876
629,100000,1,2969,1484,445,1,2979.957293517226
630,29280,2,3296,1648,494,1,2987.065375850183
631,100000,2,3150,1575,472,1,2992.7372803227545
632,1000,1,675,337,101,2,2999.7956418520125
633,10447,1,2796,1398,419,1,3009.0205055588253
634,6628,2,694,347,104,2,3012.197907771702
635,1789,1,831,415,124,0,3015.6841879583985
636,1159,1,1370,685,205,2,3016.3502112279393
637,17337,1,312,156,46,2,3018.783933177822
638,19862,1,3268,1634,490,2,3023.9391478460875
639,56951,1,4028,2014,604,1,3031.518880595995
640,3808,2,3329,1664,499,3,3032.7433289235673
641,6552,2,1718,859,257,1,3033.484801803615
642,1018,2,2041,1020,306,0,3038.92378679778
643,81730,2,3808,1904,571,1,3038.933195061398
644,8994,1,975,487,146,0,3039.9155363227105
645,23953,2,726,363,108,3,3040.063047950664
646,25256,1,933,466,139,1,3040.9759666135883
647,72305,2,3830,1915,574,2,3041.976272175167
648,2328,4,3919,1959,587,2,3044.428721158842
649,23072,1,1485,742,222,1,3047.002279688623
650,7804,1,3353,1676,502,2,3057.370072912536
651,100000,1,3746,1873,561,0,3060.9379419925676
652,2317,1,2254,1127,338,1,3067.3639424383487
653,46964,1,2754,1377,413,0,3067.9137833333953
654,13704,2,2006,1003,300,3,3069.191076063528
655,12667,4,2588,1294,388,3,3075.2602396830007
656,8787,1,673,336,100,1,3075.531485663496
657,61083,1,1760,880,264,1,3078.864962948877
658,12037,1,2344,1172,351,2,3083.438534894441
659,1000,2,2856,1428,428,1,3088.046881296943
660,50476,1,3862,1931,579,2,3088.162880591201
661,38342,1,2758,1379,413,1,3090.106717101222
662,19549,1,2690,1345,403,1,3095.166468416621
663,1491,1,3513,1756,526,2,3095.973182618425
664,1882,1,2207,1103,330,1,3101.9172186844717
665,1000,2,2462,1231,369,3,3108.767851693557
666,16163,1,2769,1384,415,3,3128.8462184055306
667,1070,2,3242,1621,486,1,3130.023830140575
668,1000,1,2054,1027,308,0,3138.7424114222504
669,54856,2,744,372,111,3,3142.4153475953512
670,25649,2,3200,1600,480,3,3144.75308161308
671,4915,1,3772,1886,565,0,3145.4057710431366
672,6627,1,2445,1222,366,2,3152.05544716543
673,1000,1,1331,665,199,1,3153.400452758572
674,32052,2,1887,943,282,1,3155.7219285416727
675,2866,1,2693,1346,403,2,3156.044846362552
676,13298,4,3302,1651,495,1,3164.1263261337203
677,1000,1,3209,1604,481,3,3171.4010880907604
678,35113,2,2758,1379,413,1,3178.0151669115717
679,2619,2,3289,1644,493,2,3179.7945682853733
680,1028,2,353,176,52,1,3180.747224552576
681,4868,1,797,398,119,1,3185.821613312342
682,3312,1,1891,945,283,2,3189.2491592754595
683,40595,2,1044,522,156,1,3190.230769617739
684,4313,1,2301,1150,345,1,3196.0211684013225
685,62562,1,3131,1565,469,1,3219.644559844392
686,13295,1,3408,1704,511,0,3226.520730358733
687,30994,1,3296,1648,494,2,3233.255836810912
688,8076,1,2249,1124,337,1,3248.26587169595
689,54616,1,3826,1913,573,1,3249.399975513189
690,1435,1,1342,671,201,1,3253.5683471879615
691,9608,2,1833,916,274,1,3273.040911971584
692,4470,2,1970,985,295,1,3273.94429119601
693,65837,2,2111,1055,316,1,3279.9683563061353
694,76768,4,3915,1957,587,1,3284.3755104344636
695,8108,1,183,91,27,2,3288.7907464483164
696,1167,1,847,423,126,2,3294.7719375411634
697,15377,1,2728,1364,409,1,3308.04094967352
698,1000,1,2207,1103,330,0,3315.6706158454426
699,92893,4,3726,1863,558,1,3315.959482348337
700,3984,1,701,350,105,1,3325.5368533323226
701,7739,1,794,397,119,1,3326.81480825189
702,2917,1,411,205,61,1,3329.1801632137694
703,2095,1,1872,936,280,1,3332.277164279402
704,24487,2,4031,2015,604,1,3335.555515760067
705,6387,1,3693,1846,553,0,3338.4117602077536
706,8636,4,2362,1181,354,0,3352.26298110916
707,1797,1,625,312,93,1,3358.3841819374197
708,29263,1,1593,796,238,1,3363.3712879227905
709,34087,2,257,128,38,1,3363.6269230311273
710,5923,1,766,383,114,1,3375.339446456198
711,54278,4,3491,1745,523,1,3387.3454105352703
712,6931,4,2289,1144,343,1,3394.9208938954544
713,26098,2,3398,1699,509,1,3394.9561640207085
714,1000,2,2188,1094,328,1,3395.251095178114
715,13768,1,3470,1735,520,0,3396.5269998750346
716,5392,4,3800,1900,570,1,3397.2310714514942
717,10232,1,3414,1707,512,2,3399.7755092142247
718,9566,2,2619,1309,392,1,3412.570841468629
719,9784,4,3989,1994,598,1,3415.7647087712953
720,20405,4,3711,1855,556,2,3415.8321750327473
721,3471,2,2622,1311,393,1,3417.4937991051925
722,19027,1,1113,556,166,1,3417.7218983488224
723,51471,4,1120,560,168,2,3417.906710311812
724,1000,2,2890,1445,433,2,3419.519595402819
725,2512,4,2249,1124,337,1,3421.1317383332275
726,2676,2,2712,1356,406,1,3428.867026675212
727,1574,1,228,114,34,1,3447.2784633810033
728,3975,1,2351,1175,352,0,3449.5982299788157
729,38165,1,554,277,83,1,3452.399069870672
730,71067,2,3316,1658,497,0,3461.7139329125816
731,9502,1,3365,1682,504,1,3463.2747564186857
732,4982,1,168,84,25,3,3464.1250327268067
733,27021,1,556,278,83,3,3473.714695532575
734,1000,2,471,235,70,1,3473.9527778774814
735,1664,1,3623,1811,543,2,3478.7867448377397
736,1000,1,493,246,73,1,3482.9143450315123
737,1638,1,3319,1659,497,2,3485.036976506596
738,2564,1,736,368,110,1,3486.9300422672754
739,74348,1,2832,1416,424,0,3494.3189714505975
740,1000,1,855,427,128,1,3494.7709183439397
741,4337,1,2404,1202,360,1,3496.121991343845
742,20523,4,952,476,142,1,3502.714211715494
743,15004,2,3329,1664,499,2,3506.6881247496085
744,72591,1,1503,751,225,2,3507.372886413812
745,10317,4,1016,508,152,1,3518.063989358885
746,14205,1,2171,1085,325,1,3520.5638121762267
747,1000,2,1469,734,220,0,3529.361291351606
748,1840,2,3159,1579,473,2,3537.110372448583
749,1000,1,3848,1924,577,3,3542.006863862597
750,19128,1,3011,1505,451,3,3545.417713434614
751,13671,1,3536,1768,530,2,3564.8667808936148
752,12968,1,1424,712,213,1,3565.649845692925
753,2159,2,244,122,36,0,3572.107598811514
754,1882,1,2993,1496,448,1,3573.1685593846973
755,11094,1,2543,1271,381,3,3575.2329955953196
756,2968,1,1245,622,186,1,3577.078893486615
757,1753,1,295,147,44,0,3591.7696065366276
758,3779,1,3129,1564,469,2,3608.880104804964
759,3007,1,1866,933,279,0,3609.8907802444287
760,2208,2,1492,746,223,1,3610.0021880485187
761,1288,1,2836,1418,425,2,3616.367159995057
762,15883,1,822,411,123,1,3619.0734976732824
763,83623,2,1052,526,157,0,3619.538682848048
764,7642,1,279,139,41,2,3625.2948589534803
765,11312,2,713,356,106,2,3629.233308039353
766,18116,2,4076,2038,611,3,3648.9243273015873
767,14042,1,1040,520,156,1,3650.2143578996456
768,2274,1,2449,1224,367,0,3652.801745361387
769,100000,1,1705,852,255,2,3656.7121379413366
770,2601,1,623,311,93,1,3664.5560173177487
771,21421,1,3923,1961,588,1,3668.5356686068653
772,17948,1,2276,1138,341,2,3673.2810317916415
773,1000,1,684,342,102,1,3674.562898854526
774,4730,1,1233,616,184,1,3683.9468304028105
775,8821,2,1680,840,252,0,3686.7454266552395
776,9894,1,2248,1124,337,1,3687.5051234487883
777,12735,1,3213,1606,481,1,3692.961141172937
778,25247,1,3632,1816,544,1,3694.1784493691803
779,8012,2,284,142,42,2,3694.6917286421653
780,13793,1,862,431,129,3,3704.5937623006093
781,7574,2,2307,1153,345,1,3707.676195672476
782,1761,1,3537,1768,530,0,3714.5933622155744
783,8506,2,3194,1597,479,0,3716.309953218462
784,24925,1,1555,777,233,1,3724.0415677756982
785,42752,1,3575,1787,536,2,3724.6351246973877
786,18141,1,4087,2043,612,2,3726.835200740855
787,59965,1,686,343,102,2,3745.9328341844225
788,15188,1,2282,1141,342,1,3753.831980138897
789,29608,1,3819,1909,572,1,3757.2703503696553
790,33060,2,2440,1220,366,1,3759.346242052098
791,5796,4,3404,1702,510,0,3769.630170721355
792,24076,1,3278,1639,491,2,3773.565787324241
793,1976,1,282,141,42,3,3780.6686641695705
794,13694,1,3982,1991,597,1,3787.682971988279
795,19255,2,3163,1581,474,2,3787.773515263367
796,39208,1,1124,562,168,1,3788.448341837466
797,27754,4,2422,1211,363,1,3793.8369426187624
798,39981,1,658,329,98,1,3794.718360596602
799,6980,1,3033,1516,454,1,3796.193528034353
800,4826,2,2099,1049,314,0,3810.846805726964
801,5365,2,2713,1356,406,2,3814.953780034281
802,12081,1,856,428,128,2,3821.899863308588
803,1000,1,1305,652,195,1,3825.981872410783
804,59732,4,281,140,42,1,3830.0024182399106
805,8654,1,3885,1942,582,2,3830.4968365310006
806,4348,2,219,109,32,2,3832.602242510477
807,1000,1,3632,1816,544,2,3834.2616726481515
808,7667,2,2513,1256,376,1,3836.7391280343536
809,6016,2,1631,815,244,3,3844.7450927192226
810,2109,1,1844,922,276,1,3847.0706322270644
811,2952,2,3330,1665,499,2,3850.0752667042793
812,7785,1,2625,1312,393,0,3852.6076205579147
813,3353,1,2144,1072,321,2,3853.097934226817
814,19107,1,2985,1492,447,1,3856.0066087202495
815,2635,1,914,457,137,1,3857.094959465511
816,10218,2,400,200,60,1,3858.128378854198
817,47575,1,2155,1077,323,1,3858.622157974709
818,7670,1,2763,1381,414,2,3860.827652881363
819,13821,1,304,152,45,2,3867.91104722884
820,12568,1,3895,1947,584,3,3869.5289179419965
821,8200,1,3006,1503,450,1,3871.401287868791
822,7328,2,770,385,115,2,3876.546830814585
823,3439,4,2026,1013,303,2,3877.636620990118
824,10163,2,3248,1624,487,1,3888.99971064838
825,5298,1,694,347,104,0,3892.6715415349595
826,82383,1,793,396,118,2,3895.638982436315
827,27356,1,3554,1777,533,3,3899.719175806502
828,1000,1,3911,1955,586,2,3900.6269909097755
829,1000,1,1459,729,218,1,3905.379760481658
830,6662,1,3043,1521,456,1,3907.63547937265
831,4478,1,4084,2042,612,1,3919.0096646966176
832,6156,4,3829,1914,574,2,3919.9344149780536
833,21520,1,1926,963,288,2,3923.471163824397
834,13011,1,1197,598,179,1,3928.0290808352897
835,12815,1,2477,1238,371,2,3928.198848609669
836,70918,1,3043,1521,456,1,3930.459220228502
837,1008,2,3087,1543,462,3,3937.054927182318
838,9470,1,535,267,80,1,3945.63941665249
839,3399,1,1340,670,201,1,3947.5177007268967
840,69783,1,2997,1498,449,1,3955.5298452018924
841,1000,1,1981,990,297,1,3972.701942642449
842,1000,1,1280,640,192,0,3982.422089998273
843,12796,2,2736,1368,410,1,3983.0478883126425
844,43890,2,3736,1868,560,1,3989.7780733185637
845,25845,2,3465,1732,519,2,3991.703936561094
846,2437,1,1269,634,190,0,4013.9945842077263
847,77624,2,2639,1319,395,1,4017.316012587993
848,1277,1,271,135,40,0,4017.9690275728617
849,57597,1,2617,1308,392,2,4024.427323218568
850,1557,2,3399,1699,509,0,4026.3778259555556
851,4780,1,3356,1678,503,3,4055.5555295823933
852,21139,1,614,307,92,2,4075.0615527243563
853,1000,2,987,493,147,1,4080.39906914829
854,73389,1,3333,1666,499,1,4081.094382164611
855,4736,1,2063,1031,309,1,4086.8999226153055
856,9955,1,275,137,41,1,4087.388154824538
857,46318,2,1487,743,222,2,4087.5371744053127
858,2465,4,3270,1635,490,3,4096.1940284395705
859,39784,2,3432,1716,514,0,4097.371076729361
860,94921,1,1485,742,222,1,4099.753416126936
861,3030,1,2986,1493,447,2,4117.898435686388
862,63201,1,2841,1420,426,2,4119.952134423305
863,1000,1,217,108,32,0,4121.7104988082765
864,14536,1,1485,742,222,1,4134.2283779835525
865,1283,1,326,163,48,1,4134.8152535827985
866,33317,1,3360,1680,504,2,4141.942143131586
867,29456,4,665,332,99,1,4164.08378062437
868,100000,1,3320,1660,498,1,4175.66193020275
869,68317,1,428,214,64,3,4180.934925190902
870,6319,1,851,425,127,2,4182.819756579011
871,1599,4,1726,863,258,2,4184.287063489548
872,18930,2,3138,1569,470,1,4192.840406794853
873,7397,2,1587,793,237,1,4203.434309724414
874,83011,4,195,97,29,3,4207.161092223061
875,1000,1,3964,1982,594,1,4208.5619105283295
876,100000,1,2634,1317,395,1,4209.161141888971
877,17997,1,1665,832,249,1,4209.617221824352
878,2393,1,525,262,78,0,4215.96560312933
879,24366,1,747,373,111,1,4218.6902626272395
880,56734,1,3485,1742,522,2,4230.47863128168
881,9619,4,1712,856,256,3,4237.207682373959
882,1000,4,1291,645,193,3,4238.2690739477175
883,5214,2,857,428,128,1,4243.0257811502925
884,38526,2,683,341,102,1,4245.884903939252
885,17068,2,2080,1040,312,0,4250.189772210984
886,6407,1,2956,1478,443,2,4256.888145408817
887,57668,1,3789,1894,568,1,4265.092682038321
888,24562,2,1879,939,281,2,4274.373766451611
889,27570,2,3069,1534,460,2,4275.838746447347
890,4376,1,2785,1392,417,1,4275.9967963091885
891,3785,4,2923,1461,438,1,4282.718620125446
892,1000,1,2457,1228,368,3,4283.280790420501
893,5491,1,2836,1418,425,3,4285.171885714118
894,32961,2,3099,1549,464,1,4285.1910079039835
895,5966,1,4015,2007,602,1,4290.91433326623
896,15808,1,1123,561,168,3,4291.828733898882
897,42907,1,2087,1043,312,0,4297.153882778811
898,14175,2,1729,864,259,1,4321.137120729126
899,16412,1,2921,1460,438,1,4321.514354377244
900,1057,2,1608,804,241,1,4321.915407217454
901,4994,1,2262,1131,339,0,4323.995864756626
902,100000,1,1230,615,184,1,4334.059885165333
903,9468,4,3404,1702,510,1,4335.273619071335
904,100000,1,2966,1483,444,1,4337.50800717429
905,2738,4,3536,1768,530,3,4337.8628316401555
906,11509,1,3453,1726,517,2,4345.064584590096
907,4564,4,2479,1239,371,2,4347.688415834646
908,19692,1,1531,765,229,2,4354.8083706638945
909,31023,1,2305,1152,345,0,4366.505022931738
910,20004,1,2771,1385,415,1,4367.829821536659
911,38668,1,1427,713,213,3,4376.065417381294
912,7944,2,1850,925,277,1,4376.369976987749
913,6088,1,2733,1366,409,1,4387.825601459993
914,1000,1,1026,513,153,2,4393.085703405396
915,21113,1,1334,667,200,1,4403.4520753594725
916,10491,1,3467,1733,519,1,4403.453017446002
917,7318,2,4007,2003,600,3,4404.379132678373
918,6086,1,3521,1760,528,2,4406.848642442106
919,7666,2,1663,831,249,1,4409.234814209293
920,5685,2,3811,1905,571,3,4410.520451699772
921,3670,2,205,102,30,2,4412.9236471476315
922,11607,1,2959,1479,443,2,4413.613345260677
923,16751,2,3538,1769,530,0,4416.2749632962705
924,2550,4,2849,1424,427,1,4424.381360259459
925,4442,2,3755,1877,563,2,4427.642058881445
926,5961,1,1660,830,249,2,4427.732879187462
927,8161,2,365,182,54,2,4430.468979221593
928,6685,2,1285,642,192,1,4430.606734649731
929,21798,2,2124,1062,318,1,4447.549632861746
930,1000,1,1343,671,201,2,4448.231332150386
931,1000,1,3555,1777,533,1,4454.381005502257
932,10833,2,405,202,60,1,4472.399346514363
933,3281,1,3217,1608,482,0,4481.143968713474
934,30526,2,651,325,97,0,4487.152435320522
935,46849,1,307,153,45,2,4496.298524378294
936,11505,1,250,125,37,2,4516.329833821345
937,1623,1,1397,698,209,1,4521.185476076283
938,39414,1,1885,942,282,1,4525.281123848642
939,10920,4,3572,1786,535,2,4530.228632406339
940,1000,2,3250,1625,487,1,4534.032293553399
941,1000,2,1222,611,183,1,4539.072803958315
942,78859,1,607,303,90,3,4542.060554694848
943,61494,2,3759,1879,563,1,4543.292891840442
944,1000,2,3218,1609,482,3,4543.933463591435
945,1057,1,1925,962,288,1,4544.287405300827
946,44859,1,2259,1129,338,1,4545.815385053141
947,7881,2,3354,1677,503,1,4546.051490744576
948,23220,2,2740,1370,411,3,4550.238550942972
949,7384,4,2794,1397,419,1,4551.90772865093
950,21627,1,2532,1266,379,1,4560.609301613059
951,8174,2,943,471,141,3,4560.995007614015
952,4203,1,2822,1411,423,1,4562.278195791992
953,39660,1,570,285,85,1,4568.829422750413
954,10971,1,3268,1634,490,1,4573.396002260563
955,21559,1,2698,1349,404,2,4573.729326274257
956,10261,1,270,135,40,0,4584.216924410741
957,3906,1,319,159,47,0,4594.705431132759
958,90452,2,1538,769,230,1,4596.710864698248
959,13800,2,505,252,75,1,4598.791517434573
960,4757,1,2756,1378,413,3,4621.353724268894
961,55132,4,662,331,99,3,4626.273577466823
962,1117,1,1844,922,276,2,4630.062715578388
963,100000,1,3492,1746,523,2,4639.168209527929
964,6193,2,1160,580,174,2,4640.847603959872
965,1209,1,3470,1735,520,1,4643.651033453589
966,100000,1,1538,769,230,2,4645.209382070689
967,4045,1,2268,1134,340,1,4652.992680782273
968,11671,1,2117,1058,317,1,4657.25162948364
969,23778,2,2704,1352,405,2,4662.628429195849
970,47870,1,1305,652,195,1,4664.082244931903
971,12703,1,532,266,79,2,4665.325996176617
972,3068,1,3015,1507,452,1,4668.676809271597
973,11254,2,1300,650,195,2,4675.365582776891
974,4320,1,1016,508,152,0,4679.090309552151
975,11772,2,3466,1733,519,2,4679.256261734759
976,93174,1,549,274,82,2,4689.40196267044
977,25182,1,4039,2019,605,1,4689.736332332966
978,11047,1,1769,884,265,1,4705.334255201508
979,24532,1,599,299,89,0,4705.461572285598
980,27313,1,3068,1534,460,1,4711.389788987903
981,1608,1,674,337,101,2,4711.818706354918
982,8626,4,758,379,113,3,4723.89616414053
983,100000,1,3725,1862,558,1,4727.018312746946
984,49972,2,3702,1851,555,2,4727.758051224255
985,3807,1,1165,582,174,2,4729.841811809752
986,3278,1,2953,1476,442,1,4730.742379842388
987,3118,1,3851,1925,577,2,4731.677534454075
988,29717,4,1957,978,293,2,4746.470518520325
989,90351,1,491,245,73,1,4749.41667206605
990,19404,1,2294,1147,344,1,4757.191474298332
991,10257,1,3437,1718,515,0,4762.29425521802
992,4162,1,673,336,100,3,4767.935898032687
993,13280,1,3368,1684,505,3,4768.641950258646
994,2368,1,2697,1348,404,2,4769.976019910766
995,1000,1,761,380,114,0,4777.702478232076
996,94394,1,2064,1032,309,1,4795.364627863928
997,1792,2,1808,904,271,1,4796.88826475687
998,4977,1,1090,545,163,0,4798.472575007109
999,21688,1,3133,1566,469,2,4801.674372785016
